Degree_ID,Degree_Payment_ID,Degree_Pay_IntakeID,Degree_Payment_AddByID,Degree_Payment_Year,Degree_Payment_Amount,Degree_Payment_TimeStamp,Degree_Payment_IsDeleted
16,1499,23,1,2,800000.00,2018-12-05 10:41:07,0
16,1500,23,1,3,800000.00,2018-12-05 10:42:51,0
16,1501,23,1,4,800000.00,2018-12-05 10:42:51,0
17,1502,23,1,1,800000.00,2018-12-05 10:43:57,0
17,1503,23,1,2,800000.00,2018-12-05 10:43:57,0
17,1504,23,1,3,800000.00,2018-12-05 10:44:36,0
17,1505,23,1,4,800000.00,2018-12-05 10:44:36,0
18,1506,23,1,1,800000.00,2018-12-05 10:45:33,0
18,1507,23,1,2,800000.00,2018-12-05 10:45:33,0
18,1508,23,1,3,800000.00,2018-12-05 10:46:55,0
18,1509,23,1,4,800000.00,2018-12-05 10:46:55,0
19,1510,23,1,1,800000.00,2018-12-05 10:48:15,0
19,1511,23,1,2,800000.00,2018-12-05 10:48:15,0
19,1512,23,1,3,800000.00,2018-12-05 10:49:06,0
19,1513,23,1,4,800000.00,2018-12-05 10:49:06,0
20,1514,23,1,1,1000000.00,2018-12-05 10:52:52,0
20,1515,23,1,2,1000000.00,2018-12-05 10:52:52,0
20,1516,23,1,3,1000000.00,2018-12-05 10:53:13,0
21,1517,23,1,1,900000.00,2018-12-05 10:30:24,0
21,1518,23,1,2,900000.00,2018-12-05 10:30:24,0
21,1519,23,1,3,840000.00,2018-12-05 10:32:54,0
21,1520,23,1,4,840000.00,2018-12-05 10:32:54,0
22,1521,23,1,1,1100000.00,2018-12-05 10:45:00,0
22,1522,23,1,2,1100000.00,2018-12-05 10:45:00,0
22,1523,23,1,3,1100000.00,2018-12-05 10:45:56,0
23,1524,23,1,1,1200000.00,2018-12-05 10:52:26,0
23,1525,23,1,2,1000000.00,2018-12-05 10:53:22,0
23,1526,23,1,3,1000000.00,2018-12-05 10:53:55,0
24,1527,23,1,1,1200000.00,2018-12-05 11:02:17,0
24,1528,23,1,2,1000000.00,2018-12-05 10:57:10,0
24,1529,23,1,3,1000000.00,2018-12-05 11:02:11,0
25,1530,23,1,1,1200000.00,2018-12-05 10:59:47,0
25,1531,23,1,2,1000000.00,2018-12-05 10:59:47,0
25,1532,23,1,3,1000000.00,2018-12-05 11:00:13,0
26,1533,23,1,1,1200000.00,2018-12-05 10:56:42,0
26,1534,23,1,2,1200000.00,2018-12-05 10:56:42,0
26,1535,23,1,3,1200000.00,2018-12-05 10:57:15,0
26,1536,23,1,4,1200000.00,2018-12-05 10:57:15,0
27,1537,23,1,1,600000.00,2018-12-05 11:08:10,0
28,1538,23,1,1,250000.00,2019-05-08 14:35:36,0
28,1539,23,1,2,250000.00,2019-05-08 14:35:36,0
28,1540,23,1,3,250000.00,2019-05-08 14:37:14,0
28,1541,23,1,4,250000.00,2019-05-08 14:37:14,0
29,1542,23,1,1,200000.00,2019-05-08 14:38:27,0
29,1543,23,1,2,200000.00,2019-05-08 14:38:27,0
30,1544,23,1,1,200000.00,2019-05-08 14:39:52,0
30,1545,23,1,2,200000.00,2019-05-08 14:39:52,0
31,1546,23,1,1,200000.00,2019-05-08 14:29:36,0
31,1547,23,1,2,200000.00,2019-05-08 14:29:36,0
32,1548,23,1,1,200000.00,2019-05-08 14:41:53,0
32,1549,23,1,2,200000.00,2019-05-08 14:41:53,0
33,1550,23,1,1,200000.00,2019-05-14 13:46:38,0
33,1551,23,1,2,200000.00,2019-05-14 13:46:41,0
33,1552,23,1,3,200000.00,2019-05-14 13:46:43,0
33,1553,23,1,4,200000.00,2019-05-14 13:46:46,0
34,1554,23,1,1,1000000.00,2018-12-05 10:54:42,0
34,1555,23,1,2,1000000.00,2018-12-05 10:54:42,0
34,1556,23,1,3,1000000.00,2018-12-05 10:54:59,0
41,1557,23,1,1,250000.00,2019-05-08 14:43:49,0
41,1558,23,1,2,250000.00,2019-05-08 14:43:49,0
45,1559,23,1,1,800000.00,2019-04-08 11:34:25,0
45,1560,23,1,2,400000.00,2019-04-08 11:34:49,0
45,1561,23,1,3,200000.00,2019-04-08 11:35:24,0
45,1562,23,1,4,200000.00,2019-04-08 11:35:47,0
46,1563,23,1,1,800000.00,2019-04-08 11:36:20,0
46,1564,23,1,2,400000.00,2019-04-08 11:36:37,0
46,1565,23,1,3,200000.00,2019-04-08 11:36:58,0
46,1566,23,1,4,200000.00,2019-04-08 11:37:16,0
47,1567,23,1,1,600000.00,2019-04-08 11:38:08,0
47,1568,23,1,2,300000.00,2019-04-08 11:38:39,0
47,1569,23,1,3,300000.00,2019-04-08 11:39:07,0
48,1570,23,1,1,600000.00,2019-04-08 11:39:42,0
48,1571,23,1,2,300000.00,2019-04-08 11:40:10,0
48,1572,23,1,3,300000.00,2019-04-08 11:40:36,0
49,1573,23,1,1,600000.00,2019-04-08 11:59:02,0
49,1574,23,1,2,300000.00,2019-04-08 11:59:23,0
49,1575,23,1,3,300000.00,2019-04-08 11:59:42,0
50,1576,23,1,1,800000.00,2019-06-13 14:26:50,0
50,1577,23,1,2,800000.00,2019-06-13 14:26:50,0
50,1578,23,1,3,800000.00,2019-06-13 14:26:50,0
50,1579,23,1,4,800000.00,2019-06-13 14:26:50,0
52,1580,23,1,1,900000.00,2019-07-12 00:33:49,0
52,1581,23,1,2,900000.00,2019-07-12 00:33:49,0
52,1582,23,1,3,900000.00,2019-07-12 00:33:49,0
52,1583,23,1,4,900000.00,2019-07-12 00:33:49,0
53,1584,23,1,1,1200000.00,2018-12-05 10:56:42,0
53,1585,23,1,2,1200000.00,2018-12-05 10:56:42,0
53,1586,23,1,3,1200000.00,2018-12-05 10:57:15,0
53,1587,23,1,4,1200000.00,2018-12-05 10:57:15,0
54,1588,23,1,1,1200000.00,2018-12-05 10:56:42,0
54,1589,23,1,2,1200000.00,2018-12-05 10:56:42,0
54,1590,23,1,3,1200000.00,2018-12-05 10:57:15,0
54,1591,23,1,4,1200000.00,2018-12-05 10:57:15,0
65,1592,23,1,1,800000.00,2020-11-14 07:58:00,0
65,1593,23,1,2,800000.00,2020-11-14 07:58:06,0
65,1594,23,1,3,800000.00,2020-11-14 07:58:07,0
65,1595,23,1,4,800000.00,2020-11-14 07:58:08,0
15,1597,10,1,1,1000000.00,2020-11-24 17:21:13,0
15,1598,10,1,2,1000000.00,2020-11-24 17:21:13,0
15,1599,10,1,3,1000000.00,2020-11-24 17:21:12,0
1,1601,24,0,1,900000.00,2021-02-01 16:17:52,0
1,1602,24,0,2,900000.00,2021-02-01 16:17:52,0
1,1603,24,0,3,900000.00,2021-02-01 16:17:52,0
1,1604,24,0,4,900000.00,2021-02-01 16:17:52,0
5,1605,24,0,1,900000.00,2021-02-01 16:17:52,0
5,1606,24,0,2,900000.00,2021-02-01 16:17:52,0
5,1607,24,0,3,900000.00,2021-02-01 16:17:52,0
5,1608,24,0,4,900000.00,2021-02-01 16:17:52,0
6,1609,24,0,1,1200000.00,2021-02-01 16:17:52,0
6,1610,24,0,2,1000000.00,2021-02-01 16:17:52,0
6,1611,24,0,3,1000000.00,2021-02-01 16:17:52,0
9,1612,24,0,1,1400000.00,2021-02-01 16:17:52,0
9,1613,24,0,2,1100000.00,2021-02-01 16:17:52,0
9,1614,24,0,3,1100000.00,2021-02-01 16:17:52,0
10,1615,24,0,1,1400000.00,2021-02-01 16:17:52,0
10,1616,24,0,2,1000000.00,2021-02-01 16:17:52,0
10,1617,24,0,3,1000000.00,2021-02-01 16:17:52,0
11,1618,24,0,1,1400000.00,2021-02-01 16:17:52,0
11,1619,24,0,2,1000000.00,2021-02-01 16:17:52,0
11,1620,24,0,3,1000000.00,2021-02-01 16:17:52,0
12,1621,24,0,1,1400000.00,2021-02-01 16:17:52,0
12,1622,24,0,2,1000000.00,2021-02-01 16:17:52,0
12,1623,24,0,3,1000000.00,2021-02-01 16:17:52,0
13,1624,24,0,1,1400000.00,2021-02-01 16:17:52,0
13,1625,24,0,2,1000000.00,2021-02-01 16:17:52,0
13,1626,24,0,3,1000000.00,2021-02-01 16:17:52,0
14,1627,24,0,1,1400000.00,2021-02-01 16:17:52,0
14,1628,24,0,2,1000000.00,2021-02-01 16:17:52,0
14,1629,24,0,3,1000000.00,2021-02-01 16:17:52,0
15,1630,24,0,1,1400000.00,2021-02-01 16:17:52,0
15,1631,24,0,2,1000000.00,2021-02-01 16:17:52,0
15,1632,24,0,3,1000000.00,2021-02-01 16:17:52,0
16,1633,24,0,1,900000.00,2021-02-01 16:17:52,0
16,1634,24,0,2,900000.00,2021-02-01 16:17:52,0
16,1635,24,0,3,900000.00,2021-02-01 16:17:52,0
16,1636,24,0,4,900000.00,2021-02-01 16:17:52,0
17,1637,24,0,1,900000.00,2021-02-01 16:17:52,0
17,1638,24,0,2,900000.00,2021-02-01 16:17:52,0
17,1639,24,0,3,900000.00,2021-02-01 16:17:52,0
17,1640,24,0,4,900000.00,2021-02-01 16:17:52,0
18,1641,24,0,1,900000.00,2021-02-01 16:17:52,0
18,1642,24,0,2,900000.00,2021-02-01 16:17:52,0
18,1643,24,0,3,900000.00,2021-02-01 16:17:52,0
18,1644,24,0,4,900000.00,2021-02-01 16:17:52,0
19,1645,24,0,1,900000.00,2021-02-01 16:17:52,0
19,1646,24,0,2,900000.00,2021-02-01 16:17:52,0
19,1647,24,0,3,900000.00,2021-02-01 16:17:52,0
19,1648,24,0,4,900000.00,2021-02-01 16:17:52,0
20,1649,24,0,1,1200000.00,2021-02-01 16:17:52,0
20,1650,24,0,2,1000000.00,2021-02-01 16:17:52,0
20,1651,24,0,3,1000000.00,2021-02-01 16:17:52,0
21,1652,24,0,1,900000.00,2021-02-01 16:17:52,0
21,1653,24,0,2,900000.00,2021-02-01 16:17:52,0
21,1654,24,0,3,840000.00,2021-02-01 16:17:52,0
21,1655,24,0,4,840000.00,2021-02-01 16:17:52,0
22,1656,24,0,1,1400000.00,2021-02-01 16:17:52,0
22,1657,24,0,2,1100000.00,2021-02-01 16:17:52,0
22,1658,24,0,3,1100000.00,2021-02-01 16:17:52,0
23,1659,24,0,1,1400000.00,2021-02-01 16:17:52,0
23,1660,24,0,2,1000000.00,2021-02-01 16:17:52,0
23,1661,24,0,3,1000000.00,2021-02-01 16:17:52,0
24,1662,24,0,1,1400000.00,2021-02-01 16:17:52,0
24,1663,24,0,2,1000000.00,2021-02-01 16:17:53,0
24,1664,24,0,3,1000000.00,2021-02-01 16:17:53,0
25,1665,24,0,1,1400000.00,2021-02-01 16:17:53,0
25,1666,24,0,2,1000000.00,2021-02-01 16:17:53,0
25,1667,24,0,3,1000000.00,2021-02-01 16:17:53,0
26,1668,24,0,1,1200000.00,2021-02-01 16:17:53,0
26,1669,24,0,2,1200000.00,2021-02-01 16:17:53,0
26,1670,24,0,3,1200000.00,2021-02-01 16:17:53,0
26,1671,24,0,4,1200000.00,2021-02-01 16:17:53,0
27,1672,24,0,1,800000.00,2021-02-01 16:17:53,0
28,1673,24,0,1,500000.00,2021-02-01 16:17:53,0
28,1674,24,0,2,500000.00,2021-02-01 16:17:53,0
29,1675,24,0,1,400000.00,2021-02-01 16:17:53,0
30,1676,24,0,1,400000.00,2021-02-01 16:17:53,0
31,1677,24,0,1,400000.00,2021-02-01 16:17:53,0
32,1678,24,0,1,400000.00,2021-02-01 16:17:53,0
33,1679,24,0,3,400000.00,2021-02-01 16:17:53,0
33,1680,24,0,4,400000.00,2021-02-01 16:17:53,0
34,1681,24,0,1,1200000.00,2021-02-01 16:17:53,0
34,1682,24,0,2,1000000.00,2021-02-01 16:17:53,0
34,1683,24,0,3,1000000.00,2021-02-01 16:17:53,0
41,1684,24,0,1,250000.00,2021-02-01 16:17:53,0
52,1685,24,0,1,900000.00,2021-02-01 16:17:53,0
52,1686,24,0,2,900000.00,2021-02-01 16:17:53,0
52,1687,24,0,3,900000.00,2021-02-01 16:17:53,0
52,1688,24,0,4,900000.00,2021-02-01 16:17:53,0
53,1689,24,0,1,1200000.00,2021-02-01 16:17:53,0
53,1690,24,0,2,1200000.00,2021-02-01 16:17:53,0
53,1691,24,0,3,1200000.00,2021-02-01 16:17:53,0
53,1692,24,0,4,1200000.00,2021-02-01 16:17:53,0
54,1693,24,0,1,1200000.00,2021-02-01 16:17:53,0
54,1694,24,0,2,1200000.00,2021-02-01 16:17:53,0
54,1695,24,0,3,1200000.00,2021-02-01 16:17:53,0
54,1696,24,0,4,1200000.00,2021-02-01 16:17:53,0
55,1697,24,0,1,800000.00,2021-02-01 16:17:53,0
65,1698,24,0,1,900000.00,2021-02-01 16:17:53,0
65,1699,24,0,2,900000.00,2021-02-01 16:17:53,0
65,1700,24,0,3,900000.00,2021-02-01 16:17:53,0
65,1701,24,0,4,900000.00,2021-02-01 16:17:53,0
2,1702,24,0,1,900000.00,2021-02-01 16:17:53,0
2,1703,24,0,2,900000.00,2021-02-01 16:17:53,0
2,1704,24,0,3,900000.00,2021-02-01 16:17:53,0
2,1705,24,0,4,900000.00,2021-02-01 16:17:53,0
3,1706,24,0,1,900000.00,2021-02-01 16:17:53,0
3,1707,24,0,2,900000.00,2021-02-01 16:17:53,0
3,1708,24,0,3,900000.00,2021-02-01 16:17:53,0
3,1709,24,0,4,900000.00,2021-02-01 16:17:53,0
4,1710,24,0,1,900000.00,2021-02-01 16:17:53,0
4,1711,24,0,2,900000.00,2021-02-01 16:17:53,0
4,1712,24,0,3,900000.00,2021-02-01 16:17:53,0
4,1713,24,0,4,900000.00,2021-02-01 16:17:53,0
50,1714,24,0,1,900000.00,2021-02-01 16:17:53,0
50,1715,24,0,2,900000.00,2021-02-01 16:17:53,0
50,1716,24,0,3,900000.00,2021-02-01 16:17:53,0
50,1717,24,0,4,900000.00,2021-02-01 16:17:53,0
1,1719,25,0,1,900000.00,2021-02-01 17:44:55,0
1,1720,25,0,2,900000.00,2021-02-01 17:44:55,0
1,1721,25,0,3,900000.00,2021-02-01 17:44:55,0
1,1722,25,0,4,900000.00,2021-02-01 17:44:55,0
5,1723,25,0,1,900000.00,2021-02-01 17:44:55,0
5,1724,25,0,2,900000.00,2021-02-01 17:44:55,0
5,1725,25,0,3,900000.00,2021-02-01 17:44:55,0
5,1726,25,0,4,900000.00,2021-02-01 17:44:55,0
6,1727,25,0,1,1200000.00,2021-02-01 17:44:55,0
6,1728,25,0,2,1000000.00,2021-02-01 17:44:55,0
6,1729,25,0,3,1000000.00,2021-02-01 17:44:55,0
9,1730,25,0,1,1400000.00,2021-02-01 17:44:55,0
9,1731,25,0,2,1100000.00,2021-02-01 17:44:55,0
9,1732,25,0,3,1100000.00,2021-02-01 17:44:55,0
10,1733,25,0,1,1400000.00,2021-02-01 17:44:55,0
10,1734,25,0,2,1000000.00,2021-02-01 17:44:55,0
10,1735,25,0,3,1000000.00,2021-02-01 17:44:55,0
11,1736,25,0,1,1400000.00,2021-02-01 17:44:55,0
11,1737,25,0,2,1000000.00,2021-02-01 17:44:55,0
11,1738,25,0,3,1000000.00,2021-02-01 17:44:55,0
12,1739,25,0,1,1400000.00,2021-02-01 17:44:55,0
12,1740,25,0,2,1000000.00,2021-02-01 17:44:55,0
12,1741,25,0,3,1000000.00,2021-02-01 17:44:55,0
13,1742,25,0,1,1400000.00,2021-02-01 17:44:55,0
13,1743,25,0,2,1000000.00,2021-02-01 17:44:55,0
13,1744,25,0,3,1000000.00,2021-02-01 17:44:55,0
14,1745,25,0,1,1400000.00,2021-02-01 17:44:55,0
14,1746,25,0,2,1000000.00,2021-02-01 17:44:55,0
14,1747,25,0,3,1000000.00,2021-02-01 17:44:55,0
15,1748,25,0,1,1400000.00,2021-02-01 17:44:55,0
15,1749,25,0,2,1000000.00,2021-02-01 17:44:55,0
15,1750,25,0,3,1000000.00,2021-02-01 17:44:55,0
16,1751,25,0,1,900000.00,2021-02-01 17:44:55,0
16,1752,25,0,2,900000.00,2021-02-01 17:44:55,0
16,1753,25,0,3,900000.00,2021-02-01 17:44:55,0
16,1754,25,0,4,900000.00,2021-02-01 17:44:55,0
17,1755,25,0,1,900000.00,2021-02-01 17:44:55,0
17,1756,25,0,2,900000.00,2021-02-01 17:44:55,0
17,1757,25,0,3,900000.00,2021-02-01 17:44:55,0
17,1758,25,0,4,900000.00,2021-02-01 17:44:55,0
18,1759,25,0,1,900000.00,2021-02-01 17:44:55,0
18,1760,25,0,2,900000.00,2021-02-01 17:44:55,0
18,1761,25,0,3,900000.00,2021-02-01 17:44:55,0
18,1762,25,0,4,900000.00,2021-02-01 17:44:55,0
19,1763,25,0,1,900000.00,2021-02-01 17:44:55,0
19,1764,25,0,2,900000.00,2021-02-01 17:44:55,0
19,1765,25,0,3,900000.00,2021-02-01 17:44:55,0
19,1766,25,0,4,900000.00,2021-02-01 17:44:55,0
20,1767,25,0,1,1200000.00,2021-02-01 17:44:55,0
20,1768,25,0,2,1000000.00,2021-02-01 17:44:55,0
20,1769,25,0,3,1000000.00,2021-02-01 17:44:55,0
21,1770,25,0,1,900000.00,2021-02-01 17:44:55,0
21,1771,25,0,2,900000.00,2021-02-01 17:44:55,0
21,1772,25,0,3,840000.00,2021-02-01 17:44:55,0
21,1773,25,0,4,840000.00,2021-02-01 17:44:55,0
22,1774,25,0,1,1400000.00,2021-02-01 17:44:55,0
22,1775,25,0,2,1100000.00,2021-02-01 17:44:55,0
22,1776,25,0,3,1100000.00,2021-02-01 17:44:55,0
23,1777,25,0,1,1400000.00,2021-02-01 17:44:55,0
23,1778,25,0,2,1000000.00,2021-02-01 17:44:55,0
23,1779,25,0,3,1000000.00,2021-02-01 17:44:55,0
24,1780,25,0,1,1400000.00,2021-02-01 17:44:55,0
24,1781,25,0,2,1000000.00,2021-02-01 17:44:55,0
24,1782,25,0,3,1000000.00,2021-02-01 17:44:55,0
25,1783,25,0,1,1400000.00,2021-02-01 17:44:55,0
25,1784,25,0,2,1000000.00,2021-02-01 17:44:55,0
25,1785,25,0,3,1000000.00,2021-02-01 17:44:55,0
26,1786,25,0,1,1200000.00,2021-02-01 17:44:55,0
26,1787,25,0,2,1200000.00,2021-02-01 17:44:55,0
26,1788,25,0,3,1200000.00,2021-02-01 17:44:55,0
26,1789,25,0,4,1200000.00,2021-02-01 17:44:55,0
27,1790,25,0,1,800000.00,2021-02-01 17:44:55,0
28,1791,25,0,1,500000.00,2021-02-01 17:44:55,0
28,1792,25,0,2,500000.00,2021-02-01 17:44:55,0
29,1793,25,0,1,400000.00,2021-02-01 17:44:55,0
30,1794,25,0,1,400000.00,2021-02-01 17:44:55,0
31,1795,25,0,1,400000.00,2021-02-01 17:44:55,0
32,1796,25,0,1,400000.00,2021-02-01 17:44:55,0
33,1797,25,0,3,400000.00,2021-02-01 17:44:55,0
33,1798,25,0,4,400000.00,2021-02-01 17:44:55,0
34,1799,25,0,1,1200000.00,2021-02-01 17:44:55,0
34,1800,25,0,2,1000000.00,2021-02-01 17:44:55,0
34,1801,25,0,3,1000000.00,2021-02-01 17:44:55,0
41,1802,25,0,1,250000.00,2021-02-01 17:44:55,0
52,1803,25,0,1,900000.00,2021-02-01 17:44:55,0
52,1804,25,0,2,900000.00,2021-02-01 17:44:55,0
52,1805,25,0,3,900000.00,2021-02-01 17:44:55,0
52,1806,25,0,4,900000.00,2021-02-01 17:44:55,0
53,1807,25,0,1,1200000.00,2021-02-01 17:44:55,0
53,1808,25,0,2,1200000.00,2021-02-01 17:44:55,0
53,1809,25,0,3,1200000.00,2021-02-01 17:44:55,0
53,1810,25,0,4,1200000.00,2021-02-01 17:44:55,0
54,1811,25,0,1,1200000.00,2021-02-01 17:44:55,0
54,1812,25,0,2,1200000.00,2021-02-01 17:44:55,0
54,1813,25,0,3,1200000.00,2021-02-01 17:44:55,0
54,1814,25,0,4,1200000.00,2021-02-01 17:44:55,0
55,1815,25,0,1,800000.00,2021-02-01 17:44:55,0
65,1816,25,0,1,900000.00,2021-02-01 17:44:55,0
65,1817,25,0,2,900000.00,2021-02-01 17:44:55,0
65,1818,25,0,3,900000.00,2021-02-01 17:44:55,0
65,1819,25,0,4,900000.00,2021-02-01 17:44:55,0
2,1820,25,0,1,900000.00,2021-02-01 17:44:55,0
2,1821,25,0,2,900000.00,2021-02-01 17:44:55,0
2,1822,25,0,3,900000.00,2021-02-01 17:44:55,0
2,1823,25,0,4,900000.00,2021-02-01 17:44:55,0
3,1824,25,0,1,900000.00,2021-02-01 17:44:55,0
3,1825,25,0,2,900000.00,2021-02-01 17:44:55,0
3,1826,25,0,3,900000.00,2021-02-01 17:44:55,0
3,1827,25,0,4,900000.00,2021-02-01 17:44:55,0
4,1828,25,0,1,900000.00,2021-02-01 17:44:55,0
4,1829,25,0,2,900000.00,2021-02-01 17:44:55,0
4,1830,25,0,3,900000.00,2021-02-01 17:44:55,0
4,1831,25,0,4,900000.00,2021-02-01 17:44:55,0
50,1832,25,0,1,900000.00,2021-02-01 17:44:55,0
50,1833,25,0,2,900000.00,2021-02-01 17:44:55,0
50,1834,25,0,3,900000.00,2021-02-01 17:44:55,0
50,1835,25,0,4,900000.00,2021-02-01 17:44:55,0
0,1836,0,0,0,0.00,2021-08-19 16:05:07,0
1,1837,24,0,1,900000.00,2021-08-19 16:05:07,0
1,1838,24,0,2,900000.00,2021-08-19 16:05:07,0
1,1839,24,0,3,900000.00,2021-08-19 16:05:07,0
1,1840,24,0,4,900000.00,2021-08-19 16:05:07,0
5,1841,24,0,1,900000.00,2021-08-19 16:05:07,0
5,1842,24,0,2,900000.00,2021-08-19 16:05:07,0
5,1843,24,0,3,900000.00,2021-08-19 16:05:07,0
5,1844,24,0,4,900000.00,2021-08-19 16:05:07,0
6,1845,24,0,1,1200000.00,2021-08-19 16:05:07,0
6,1846,24,0,2,1000000.00,2021-08-19 16:05:07,0
6,1847,24,0,3,1000000.00,2021-08-19 16:05:07,0
9,1848,24,0,1,1400000.00,2021-08-19 16:05:07,0
9,1849,24,0,2,1100000.00,2021-08-19 16:05:07,0
9,1850,24,0,3,1100000.00,2021-08-19 16:05:07,0
10,1851,24,0,1,1400000.00,2021-08-19 16:05:07,0
10,1852,24,0,2,1000000.00,2021-08-19 16:05:07,0
10,1853,24,0,3,1000000.00,2021-08-19 16:05:07,0
11,1854,24,0,1,1400000.00,2021-08-19 16:05:07,0
11,1855,24,0,2,1000000.00,2021-08-19 16:05:07,0
11,1856,24,0,3,1000000.00,2021-08-19 16:05:07,0
12,1857,24,0,1,1400000.00,2021-08-19 16:05:07,0
12,1858,24,0,2,1000000.00,2021-08-19 16:05:07,0
12,1859,24,0,3,1000000.00,2021-08-19 16:05:07,0
13,1860,24,0,1,1400000.00,2021-08-19 16:05:07,0
13,1861,24,0,2,1000000.00,2021-08-19 16:05:07,0
13,1862,24,0,3,1000000.00,2021-08-19 16:05:07,0
14,1863,24,0,1,1400000.00,2021-08-19 16:05:07,0
14,1864,24,0,2,1000000.00,2021-08-19 16:05:07,0
14,1865,24,0,3,1000000.00,2021-08-19 16:05:07,0
15,1866,24,0,1,1400000.00,2021-08-19 16:05:07,0
15,1867,24,0,2,1000000.00,2021-08-19 16:05:07,0
15,1868,24,0,3,1000000.00,2021-08-19 16:05:07,0
16,1869,24,0,1,900000.00,2021-08-19 16:05:07,0
16,1870,24,0,2,900000.00,2021-08-19 16:05:07,0
16,1871,24,0,3,900000.00,2021-08-19 16:05:07,0
16,1872,24,0,4,900000.00,2021-08-19 16:05:07,0
17,1873,24,0,1,900000.00,2021-08-19 16:05:07,0
17,1874,24,0,2,900000.00,2021-08-19 16:05:07,0
17,1875,24,0,3,900000.00,2021-08-19 16:05:07,0
17,1876,24,0,4,900000.00,2021-08-19 16:05:07,0
18,1877,24,0,1,900000.00,2021-08-19 16:05:07,0
18,1878,24,0,2,900000.00,2021-08-19 16:05:07,0
18,1879,24,0,3,900000.00,2021-08-19 16:05:07,0
18,1880,24,0,4,900000.00,2021-08-19 16:05:07,0
19,1881,24,0,1,900000.00,2021-08-19 16:05:07,0
19,1882,24,0,2,900000.00,2021-08-19 16:05:07,0
19,1883,24,0,3,900000.00,2021-08-19 16:05:07,0
19,1884,24,0,4,900000.00,2021-08-19 16:05:07,0
20,1885,24,0,1,1200000.00,2021-08-19 16:05:07,0
20,1886,24,0,2,1000000.00,2021-08-19 16:05:07,0
20,1887,24,0,3,1000000.00,2021-08-19 16:05:07,0
21,1888,24,0,1,900000.00,2021-08-19 16:05:07,0
21,1889,24,0,2,900000.00,2021-08-19 16:05:07,0
21,1890,24,0,3,840000.00,2021-08-19 16:05:07,0
21,1891,24,0,4,840000.00,2021-08-19 16:05:07,0
22,1892,24,0,1,1400000.00,2021-08-19 16:05:07,0
22,1893,24,0,2,1100000.00,2021-08-19 16:05:07,0
22,1894,24,0,3,1100000.00,2021-08-19 16:05:07,0
23,1895,24,0,1,1400000.00,2021-08-19 16:05:07,0
23,1896,24,0,2,1000000.00,2021-08-19 16:05:07,0
23,1897,24,0,3,1000000.00,2021-08-19 16:05:07,0
24,1898,24,0,1,1400000.00,2021-08-19 16:05:07,0
24,1899,24,0,2,1000000.00,2021-08-19 16:05:07,0
24,1900,24,0,3,1000000.00,2021-08-19 16:05:07,0
25,1901,24,0,1,1400000.00,2021-08-19 16:05:07,0
25,1902,24,0,2,1000000.00,2021-08-19 16:05:07,0
25,1903,24,0,3,1000000.00,2021-08-19 16:05:07,0
26,1904,24,0,1,1200000.00,2021-08-19 16:05:07,0
26,1905,24,0,2,1200000.00,2021-08-19 16:05:07,0
26,1906,24,0,3,1200000.00,2021-08-19 16:05:07,0
26,1907,24,0,4,1200000.00,2021-08-19 16:05:07,0
27,1908,24,0,1,800000.00,2021-08-19 16:05:07,0
28,1909,24,0,1,500000.00,2021-08-19 16:05:07,0
28,1910,24,0,2,500000.00,2021-08-19 16:05:07,0
29,1911,24,0,1,400000.00,2021-08-19 16:05:07,0
30,1912,24,0,1,400000.00,2021-08-19 16:05:07,0
31,1913,24,0,1,400000.00,2021-08-19 16:05:07,0
32,1914,24,0,1,400000.00,2021-08-19 16:05:07,0
33,1915,24,0,3,400000.00,2021-08-19 16:05:07,0
33,1916,24,0,4,400000.00,2021-08-19 16:05:07,0
34,1917,24,0,1,1200000.00,2021-08-19 16:05:07,0
34,1918,24,0,2,1000000.00,2021-08-19 16:05:07,0
34,1919,24,0,3,1000000.00,2021-08-19 16:05:07,0
41,1920,24,0,1,250000.00,2021-08-19 16:05:07,0
52,1921,24,0,1,900000.00,2021-08-19 16:05:07,0
52,1922,24,0,2,900000.00,2021-08-19 16:05:07,0
52,1923,24,0,3,900000.00,2021-08-19 16:05:07,0
52,1924,24,0,4,900000.00,2021-08-19 16:05:07,0
53,1925,24,0,1,1200000.00,2021-08-19 16:05:07,0
53,1926,24,0,2,1200000.00,2021-08-19 16:05:07,0
53,1927,24,0,3,1200000.00,2021-08-19 16:05:07,0
53,1928,24,0,4,1200000.00,2021-08-19 16:05:07,0
54,1929,24,0,1,1200000.00,2021-08-19 16:05:07,0
54,1930,24,0,2,1200000.00,2021-08-19 16:05:07,0
54,1931,24,0,3,1200000.00,2021-08-19 16:05:07,0
54,1932,24,0,4,1200000.00,2021-08-19 16:05:07,0
55,1933,24,0,1,800000.00,2021-08-19 16:05:07,0
65,1934,24,0,1,900000.00,2021-08-19 16:05:07,0
65,1935,24,0,2,900000.00,2021-08-19 16:05:07,0
65,1936,24,0,3,900000.00,2021-08-19 16:05:07,0
65,1937,24,0,4,900000.00,2021-08-19 16:05:07,0
2,1938,24,0,1,900000.00,2021-08-19 16:05:07,0
2,1939,24,0,2,900000.00,2021-08-19 16:05:07,0
2,1940,24,0,3,900000.00,2021-08-19 16:05:07,0
2,1941,24,0,4,900000.00,2021-08-19 16:05:07,0
3,1942,24,0,1,900000.00,2021-08-19 16:05:07,0
3,1943,24,0,2,900000.00,2021-08-19 16:05:07,0
