id,user_id,paid_amt,degree_id,intake_id,no_of_paid,non_paid_amt,no_of_nonpaid,myear,degree,intake,faculty,semester,no_of_std,offered_by,start_date,semester_fee,deadline_year,deadline_date,deadline_month,total_cash_flow
13342,113,0,11,20,0,750000,3,Year 02,BSc (Honours) Accounting and Finance,2020.2,Faculty Of Business,Semester 01,3,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,750000
13343,113,250000,10,20,1,7000000,28,Year 02,BSc (Honours) International Management  and Business,2020.2,Faculty Of Business,Semester 01,29,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,7250000
13344,113,502500,14,23,2,12497500,50,Year 02,"BSc (Honours) Events, Tourism and Hospitality Management",2020.3,Faculty Of Business,Semester 01,52,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,13000000
13345,113,250000,15,23,1,500000,2,Year 02,BSc (Honours) Business Communication,2020.3,Faculty Of Business,Semester 01,3,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,750000
13346,113,0,14,20,0,3000000,12,Year 02,"BSc (Honours) Events, Tourism and Hospitality Management",2020.2,Faculty Of Business,Semester 01,12,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,3000000
13347,113,0,15,20,0,250000,1,Year 02,BSc (Honours) Business Communication,2020.2,Faculty Of Business,Semester 01,1,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,250000
13348,113,310000,13,23,1,10690000,43,Year 02,BSc (Honours) Operations and Logistics Management,2020.3,Faculty Of Business,Semester 01,44,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,11000000
13349,113,556100,10,23,2,36693900,147,Year 02,BSc (Honours) International Management  and Business,2020.3,Faculty Of Business,Semester 01,149,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,37250000
13350,113,250000,12,23,1,6250000,25,Year 02,BSc (Honours) Marketing Management,2020.3,Faculty Of Business,Semester 01,26,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,6500000
13351,113,0,11,23,0,10000000,40,Year 02,BSc (Honours) Accounting and Finance,2020.3,Faculty Of Business,Semester 01,40,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,10000000
13352,113,0,47,20,0,1200000,16,Year 02,BSc in Multimedia - MOHE,2020.2,Faculty Of Engineering,Semester 01,16,NSBM,2021-08-02,75000,2021,2021-07-19,7,1200000
13353,113,300000,53,10,1,2100000,7,Year 04,BSc Engineering (Hons) in Mechatronic Engineering,2018.1,Faculty Of Engineering,Semester 01,8,NSBM,2021-08-02,300000,2021,2021-07-19,7,2400000
13354,113,0,54,10,0,600000,2,Year 04,BSc Engineering (Hons) in Electrical & Electronic Engineering,2018.1,Faculty Of Engineering,Semester 01,2,NSBM,2021-08-02,300000,2021,2021-07-19,7,600000
13355,113,300000,26,10,1,1800000,6,Year 04,BSc Engineering (Hons) in Computer System Engineering,2018.1,Faculty Of Engineering,Semester 01,7,NSBM,2021-08-02,300000,2021,2021-07-19,7,2100000
13356,113,0,60,20,0,500000,5,Year 02,BSc Engineering (Hons) in Computer System Engineering - MOHE,2020.2,Faculty Of Engineering,Semester 01,5,NSBM,2021-08-02,100000,2021,2021-07-19,7,500000
13357,113,0,48,20,0,2625000,35,Year 02,Bachelor of Interior Design - MOHE,2020.2,Faculty Of Engineering,Semester 01,35,NSBM,2021-08-02,75000,2021,2021-07-19,7,2625000
13358,113,0,53,20,0,300000,1,Year 02,BSc Engineering (Hons) in Mechatronic Engineering,2020.2,Faculty Of Engineering,Semester 02,1,NSBM,2021-08-09,300000,2021,2021-07-26,7,300000
13359,113,0,34,23,0,1500000,6,Year 02,Bachelor of Interior Design,2020.3,Faculty Of Engineering,Semester 01,6,NSBM,2021-08-16,250000,2021,2021-08-02,8,1500000
13360,113,0,56,23,0,4250000,17,Year 02,BA (Hons) in Interior Design,2020.3,Faculty Of Engineering,Semester 01,17,Plymouth University,2021-08-16,250000,2021,2021-08-02,8,4250000
13361,18,268037,23,23,1,47231963,189,Year 02,BSc (Honours) Software Engineering,2020.3,Faculty Of Computing,Semester 01,190,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,47500000
13362,18,0,25,20,0,750000,3,Year 02,BSc (Honours) Computer Security,2020.2,Faculty Of Computing,Semester 01,3,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,750000
13363,18,0,24,20,0,750000,3,Year 02,BSc (Honours) Computer Networks,2020.2,Faculty Of Computing,Semester 01,3,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,750000
13364,18,0,23,20,0,7250000,29,Year 02,BSc (Honours) Software Engineering,2020.2,Faculty Of Computing,Semester 01,29,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,7250000
13365,18,250000,62,23,1,7250000,29,Year 02,BSc (Honours) Computer Science,2020.3,Faculty Of Computing,Semester 01,30,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,7500000
13366,18,0,25,23,0,4750000,19,Year 02,BSc (Honours) Computer Security,2020.3,Faculty Of Computing,Semester 01,19,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,4750000
13367,18,0,24,23,0,4500000,18,Year 02,BSc (Honours) Computer Networks,2020.3,Faculty Of Computing,Semester 01,18,Plymouth University,2021-08-23,250000,2021,2021-08-09,8,4500000
