id,umisid,paymentid,feetype,offering
4000,10025746,69217,Degree Fee - Master,NSBM Master of Business Studies 2018.1 Year 01 Semester 02
4001,10006392,69219,Degree Fee - Master,NSBM Master of Business Studies 2018.1 Year 01 Semester 02
4002,22000899,69229,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4003,10005484,69240,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4004,22008699,69241,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4005,10021465,69318,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 01
4006,10026918,69360,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4007,22000539,69363,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4008,22094488,69368,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 01
4009,22000888,69427,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4010,10011056,69428,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4011,22092075,69429,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 01
4012,10011055,69464,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4013,10011011,69465,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4014,10011014,69466,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4015,10026917,69471,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4016,10025733,69477,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4017,10024814,69504,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 01 Semester 02
4018,22094288,69519,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 01
4019,22003001,69528,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4020,10025275,69531,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4021,22000748,69533,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4022,10024955,69534,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4023,10010881,69548,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4024,10026916,69549,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4025,22101641,69590,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 01
4026,10027094,69602,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4027,22000563,69603,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4028,10013073,69933,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4029,10010205,69936,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4030,10025558,69937,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4031,10025765,69976,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4032,10025767,69977,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4033,10025695,69979,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4034,10001126,69984,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4035,10025692,69991,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4036,10006325,69994,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4037,10025557,70013,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4038,22095956,70016,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 01
4039,22095956,70017,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4040,10025272,70018,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4041,10024520,70019,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4042,10025582,70023,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4043,10025269,70024,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4044,10025396,70203,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4045,10024755,70289,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4046,10024954,70317,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4047,10024954,70318,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4048,10004227,70395,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4049,10025759,70396,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4050,10025757,70397,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4051,10024767,70398,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4052,10024957,70399,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4053,10025559,70400,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4054,10024814,70401,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4055,10025578,70402,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4056,10010124,70403,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4057,10010139,70404,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4058,10025309,70405,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4059,10001838,70406,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4060,10010439,70417,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4061,10025773,70418,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4062,10004439,70512,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4063,22092419,70548,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4064,22094002,70819,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 01
4065,22098563,71175,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 01
4066,22094902,73444,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4067,22092119,77339,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4068,22100055,80382,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4069,10024755,81295,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4070,10026787,81363,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4071,10004227,81434,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4072,10001838,81864,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 01 Semester 01
4073,20385,82091,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4074,20392,82105,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4075,20392,82106,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4076,10025377,82203,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4077,20395,82210,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4078,20397,82214,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4079,20397,82215,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4080,22000948,82220,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4081,22002761,82223,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4082,20399,82356,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4083,20393,82377,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4084,20393,82378,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4085,10001408,82456,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4086,20404,82543,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4087,20398,82544,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4088,22000695,82548,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4089,10005413,82549,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4090,20403,82552,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2020.1 Year 01 Semester 01
4091,22001048,82658,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4092,10022917,82812,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4093,10001425,82873,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4094,10022917,82897,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4095,10022917,82898,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4096,10022917,82899,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 02
4097,10022917,82900,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 02
4098,20408,82905,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4099,22000719,82912,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4100,10011014,82931,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4101,10001536,82951,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4102,20409,82986,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4103,20410,82987,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4104,10004877,82990,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4105,10004877,82991,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4106,20412,82995,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4107,10027094,83037,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 01
4108,10027094,83039,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 01
4109,10025377,83040,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4110,10025377,83107,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4111,20384,83135,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4112,20414,83143,Degree Fee - Master,NSBM Master of Business Administration 2020.1  
4113,20415,83147,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4114,20416,83152,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4115,10001408,83276,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4116,10005413,83335,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4117,22003028,83533,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4118,10004008,83535,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4119,10004008,83536,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4120,10011011,83542,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4121,10011055,83543,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4122,10011056,83545,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4123,22000888,83548,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4124,22000899,83550,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4125,22000695,83551,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4126,22000875,83669,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 02
4127,22000419,83675,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4128,22092368,83676,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4129,20410,83678,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4130,10010733,83690,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4131,10010776,83693,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4132,20408,83713,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4133,22000556,83715,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4134,22000588,83717,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4135,10027093,83722,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4136,22000402,83728,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4137,10026916,83751,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4138,22000575,83760,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4139,20402,83782,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4140,20402,83783,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4141,10010733,83790,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 01
4142,10025733,83812,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4143,20409,83836,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4144,22092568,83912,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4145,10025695,83985,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4146,22000528,83996,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4147,20415,84008,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4148,20414,84043,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4149,22097468,84136,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4150,10026917,84149,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4151,10027092,84151,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4152,10021314,84160,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4153,10025275,84175,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4154,10025275,84176,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4155,10005084,84178,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4156,10001838,84196,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4157,10004802,84200,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4158,20404,84242,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4159,22101577,84283,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4160,22019856,84289,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4161,10024520,84313,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4162,10000475,84316,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4163,10004941,84317,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4164,10004941,84319,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 02 Semester 01
4165,22098761,84320,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4166,10006325,84330,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4167,10024755,84333,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4168,10027106,84336,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2020.1 Year 01 Semester 01
4169,10004923,84348,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4170,10004227,84368,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4171,22089839,84370,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4172,20421,84383,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4173,10025992,84393,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4174,10011015,84408,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4175,20395,84409,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4176,10025748,84414,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2020.1 Year 01 Semester 01
4177,20403,84416,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2020.1 Year 01 Semester 01
4178,10025773,84418,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4179,10024814,84419,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4180,20412,84422,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4181,22089388,84425,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4182,10010820,84427,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4183,10025396,84428,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4184,22096155,84439,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4185,10024767,84444,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4186,22093348,84448,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4187,22093737,84449,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4188,20425,84474,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4189,20425,84475,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4190,20399,84477,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4191,20398,84478,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4192,22093356,84479,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4193,22101568,84496,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4194,10013073,84497,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4195,10005505,84498,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4196,22099061,84509,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4197,22096102,84517,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4198,22092179,84540,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4199,22019799,84556,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4200,10001425,84557,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4201,20429,84560,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4202,22092263,84561,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4203,22094295,84562,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4204,22093988,84571,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4205,10010124,84576,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4206,22092401,84579,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4207,22092728,84592,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4208,10005899,84593,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4209,10000346,84597,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4210,10000346,84598,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4211,22081356,84626,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4212,10004864,84631,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4213,10004688,84634,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4214,22100048,84640,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4215,10005476,84643,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4216,10024955,84644,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4217,20421,84677,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4218,10010218,84685,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4219,22094288,84698,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4220,22089221,84699,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4221,22092056,84700,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4222,22019902,84722,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4223,22092719,84736,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4224,10025757,84739,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4225,22092239,84740,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4226,22091955,84754,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4227,10004666,84760,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 01
4228,22092088,84771,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4229,22002968,84789,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4230,22091939,84790,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4231,10025269,84978,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4232,10025582,84982,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4233,10010773,85033,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4234,10004666,85034,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4235,10025558,85046,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4236,10025309,85064,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4237,22096121,85065,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4238,10025767,85072,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4239,10001325,85079,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4240,10027106,85114,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2020.1 Year 01 Semester 01
4241,10025582,85361,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4242,22093841,85647,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4243,22089219,85648,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4244,22091979,85848,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4245,10025692,85879,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4246,10025759,85880,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4247,10025765,85925,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4248,20439,85926,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4249,10025291,85987,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4250,10010139,86003,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4251,10025272,86021,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4252,10001126,86044,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4253,10025578,86054,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4254,10004540,86087,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4255,22093479,86223,Degree Fee - Master,NSBM Master of Business Studies (Alumni NSBM) 2019.1 Year 01 Semester 02
4256,22094919,86300,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4257,22091981,86303,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4258,22094261,86305,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
4259,10004690,86354,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2019.1 Year 01 Semester 02
4260,10010205,86370,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 01
4261,10026916,86371,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 01 Semester 02
4262,20485,86379,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4263,10024957,86588,Degree Fee - Master,NSBM Master of Business Administration 2018.1 Year 02 Semester 02
4264,20514,86833,Degree Fee - Master,NSBM Master of Business Administration 2020.2 Year 01 
4265,22000556,87041,Degree Fee - Master,NSBM Master of Business Administration 2018.2 Year 02 Semester 01
4266,22094002,87218,Degree Fee - Master,NSBM Master of Business Administration 2019.1 Year 01 Semester 02
4267,20525,87285,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4268,20525,87287,Degree Fee - Master,NSBM Master of Business Administration 2020.1 Year 01 Semester 01
4269,10008726,87435,Degree Fee - Master,NSBM Master of Business Administration (Alumni NSBM) 2020.1 Year 01 Semester 01
4270,20488,87510,Degree Fee - Master,NSBM Master of Business Studies 2020.1 Year 01 Semester 01
4271,22094548,87862,Degree Fee - Master,NSBM Master of Business Studies 2019.1 Year 01 Semester 02
