id,umisid,paymentid,feetype,offering
2263,19922,76733,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2264,19914,76734,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2265,19998,76743,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2266,18124,76759,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2267,18982,76768,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2268,18232,76795,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2269,18293,76839,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2270,18204,77154,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 01
2271,18204,77155,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2272,19337,77423,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2273,20070,77434,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2274,20072,77447,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2275,19391,77462,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2276,19097,77465,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2277,19392,77467,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2278,22001002,77519,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2018.2 Year 01 Semester 02
2279,19546,77554,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2280,19966,77565,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2281,18052,77673,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2282,20047,77812,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2283,20207,77865,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2284,18262,77970,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2285,19320,77983,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2286,20126,78019,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2287,20136,78182,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2288,19970,78193,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2289,20075,78224,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2290,19606,78269,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2291,20240,78290,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2292,19710,78303,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2293,19858,78326,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2294,20062,78329,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2295,20133,78341,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2296,19835,78359,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2297,19853,78364,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2298,19826,78368,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2299,20259,78416,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2300,19301,78421,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2301,20149,78456,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2302,19961,78529,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2303,20271,78561,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2304,20147,78562,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2305,18108,78656,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2306,20273,78705,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2307,20111,78715,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2308,19890,78744,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2309,18165,78769,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2310,18068,78848,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2311,20288,79034,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2312,20025,79071,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2313,18084,79112,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2314,20263,79113,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2315,19861,79176,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2316,18006,79185,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2317,20317,79237,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2318,20290,79245,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2319,20180,79248,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2320,20258,79251,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2321,19741,79400,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2322,20312,79403,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2323,20330,79565,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2324,19680,79599,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2325,20335,79613,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2326,20332,79631,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2327,20305,79636,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2328,20268,79640,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2329,20295,79661,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2330,20214,79680,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2331,20048,79684,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2332,20077,79730,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2333,20338,79813,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2334,20322,79825,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2335,18934,79850,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2336,20350,79875,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2337,22019775,79888,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2338,22016439,79889,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2339,18191,79890,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2340,20353,79905,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2341,20354,79915,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2342,20360,79976,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2343,20325,80027,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2344,20364,80057,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2345,19774,80124,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2346,18016,80127,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2347,18017,80198,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2348,18365,80199,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2349,18136,80251,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2350,20370,80256,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2351,20377,80272,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2352,20378,80278,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2353,18381,80399,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2354,19774,80404,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2355,20375,80406,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2356,20376,80407,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2357,20379,80408,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2358,20380,80409,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2359,18233,80424,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2360,20180,80440,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2361,20381,80522,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 01
2362,18211,80656,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2363,20354,80710,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2364,20375,80835,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2365,18424,80973,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2366,18279,81128,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2367,19731,81343,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2368,18292,82045,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2369,19196,82137,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2370,18983,82154,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2371,18133,82171,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2372,22001002,82298,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2018.2 Year 01 Semester 02
2373,19082,82553,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2374,19402,83645,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 01
2375,19402,83646,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2376,18319,84085,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2377,18668,84124,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2378,18008,84516,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2379,19657,84632,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2380,18240,84682,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2381,18050,84723,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2382,18072,84974,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2383,20126,85054,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2384,18876,85093,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2385,20312,85415,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2386,18917,85512,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2387,19026,85519,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2388,20259,85565,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2389,18292,85729,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2390,20455,85759,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2391,19853,86062,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2392,19088,86086,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2393,20419,86228,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2394,20460,86308,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2395,20507,86714,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2396,20377,86722,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2397,19663,86789,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2398,19065,86905,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2399,20451,86941,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2400,19861,86986,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2401,20263,87110,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2402,20896,88216,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2403,20444,88624,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2404,20136,88768,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2405,20015,88938,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2406,19322,89237,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2407,20889,89310,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2408,20891,89354,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2409,20620,89369,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2410,20872,89406,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2411,20969,89583,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2412,20919,89651,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2413,20882,89755,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2414,20871,89758,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2415,20526,89759,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2416,20883,89813,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2417,20960,89827,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2418,20908,89847,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2419,20078,89934,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2420,20921,89936,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2421,20913,89942,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2422,20918,89952,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2423,19254,90065,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2424,20909,90075,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2425,20522,90104,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2426,20906,90172,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2427,19970,90310,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2428,20949,90434,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2429,19094,90437,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2430,20295,90438,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2431,19928,90468,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2432,20972,90473,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.2 Year 01 Semester 01
2433,19818,90500,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2434,19254,90501,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2435,20075,90503,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2436,20325,90522,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2437,19086,90526,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2438,20381,90529,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2439,19320,90530,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2440,20330,90553,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2441,19774,90557,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2442,19551,90560,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2443,20338,90564,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2444,20273,90565,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2445,20271,90566,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2446,19596,90567,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2447,19231,90570,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2448,20180,90571,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2449,20258,90572,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2450,19501,90580,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2451,19592,90594,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2452,19342,90595,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2453,19383,90597,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2454,19120,90600,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2455,19060,90614,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2456,19073,90619,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2457,20332,90620,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2458,19096,90621,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2459,20380,90622,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2460,19584,90627,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2461,19445,90628,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2462,20305,90630,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2463,20350,90632,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2464,20077,90634,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2465,20317,90638,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2466,20353,90645,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2467,19752,90650,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2468,20025,90655,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2469,20973,90663,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2470,20881,90675,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2471,19348,90695,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2472,20070,90698,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2473,19197,90699,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2474,19826,90700,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2475,19132,90708,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2476,19966,90709,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2477,20133,90711,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2478,20364,90726,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2479,19858,90727,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2480,19129,90737,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2481,19451,90738,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2482,19929,90742,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2483,19555,90743,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2484,19611,90745,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2485,19337,90746,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2486,19613,90748,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2487,20322,90752,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2488,19690,90753,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2489,20147,90757,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2490,20970,90758,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2491,20207,90759,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2492,19391,90778,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
2493,19392,90786,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2494,20376,90797,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2495,19480,90798,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.1 Year 01 Semester 02
2496,20983,90799,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2020.2 Year 01 Semester 01
2497,18034,90812,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOB 2019.2 Year 01 Semester 02
2498,20214,90832,Foundation Fee,NSBM Foundation Programme for Bachelor's Degree - FOC 2020.1 Year 01 Semester 02
